consent,work_status,ai_use_work,work_feels_central,ai_question_value,purpose_despite_ai,control_over_ai_use,fair_credit_with_ai,open_about_ai_concerns,ai_obsolete_worry,upskilling_for_ai,belonging_changed_ai,ai_increased_pace,ai_increased_availability,ai_stigma,ai_alignment_ethics,values_alignment,work_clarity,emotional_energy,trust_information_work,feels_true_today,wellbeing_cheerful,wellbeing_calm,wellbeing_active,wellbeing_fresh_rested,wellbeing_interested,open_identity_change,open_ai_improvement,attention_check,industry,role_seniority,org_size,work_hours,ai_task_percentage,role_tenure,age_group,country,gender,industry_other,role_seniority_other
yes,employed_full_time,yes_occasionally,5,5,4,6,4,4,5,5,4,5,5,6,2,5,6,5,7,people_understand_better,4,5,4,4,4,I rarely use it so it hasn't changed much for me. But I find myself being annoyed with how much others here use it.,To restrict it,pass,information_technology_software,manager_team_leader,250_999,40_49,1_10,1_2_years,25_34,uk,man,,
yes,employed_full_time,yes_daily,6,1,7,7,7,6,2,5,1,3,1,1,6,8,9,8,9,people_understand_better,4,3,3,4,4,It didn't change who I am at work.,Making AI tools feel more like a coworker instead of a tool would make my work more enjoyable.,pass,information_technology_software,intermediate_experienced,1000_4999,40_49,1_10,6_10_years,35_44,ca,man,,
yes,employed_part_time,yes_daily,5,3,5,6,6,5,3,2,2,3,2,1,6,8,6,7,7,people_understand_better,2,3,3,1,2,"It hasn't really changed them at all. I regard AI as a tool that is helpful to me in my work, and that makes me more productive. AI could not replace me (for now), because too much of what I do is based on implicit knowledge and situational awareness that it does not have. It cannot make judgements that are as reliable as those I make.","For me, the AIs getting better at what they do - in particular in terms of the quality of the research they undertake and the suggestions they make - would be of benefit to me in my work.",pass,nonprofit_community_charity_work,senior_specialist,10_49,10_19,11_25,6_11_months,45_54,uk,man,,
yes,employed_full_time,yes_weekly,5,5,4,4,5,6,3,5,5,4,5,5,4,6,5,6,6,people_understand_better,3,5,3,3,3,"Makes more me efficient in data analysis, makes me look more intelligent",Further efficiency enhancements,pass,finance_banking_insurance,manager_team_leader,250_999,30_39,11_25,6_10_years,35_44,uk,man,,
yes,employed_full_time,yes_occasionally,7,1,7,7,7,7,3,4,4,1,1,3,2,6,7,7,8,people_understand_better,3,3,1,4,3,It hasnt we just use it for adding notes to cases,If it could simplify our processes that would be so useful,pass,finance_banking_insurance,intermediate_experienced,5000_or_more,30_39,1_10,1_2_years,45_54,uk,woman,,
yes,employed_full_time,yes_daily,7,1,7,7,7,7,1,6,1,5,1,1,7,10,10,9,9,people_understand_better,4,4,4,5,4,Its given more freedom to work on other tasks due to the speed increase it gives me,Im not sure but id say more training in AI would be good,pass,finance_banking_insurance,manager_team_leader,50_249,40_49,26_50,more_than_10_years,35_44,uk,man,,
yes,employed_full_time,yes_daily,7,1,7,7,7,7,1,7,1,4,1,1,7,10,10,10,10,people_understand_better,5,5,5,5,5,it hasnt at all,fine as is,pass,health_social_care,manager_team_leader,1000_4999,30_39,1_10,more_than_10_years,55_65,uk,man,,
yes,employed_full_time,yes_daily,3,2,6,7,6,4,1,4,1,1,1,1,6,8,9,7,7,ai_understands_better,3,4,3,2,4,"It hasn't. It has just simplified and empowered certain processes, making finding documents or summarising tasks more straight forward.",Access to the latest software which is less good that the systems I can use outside of work.,pass,government_public_administration,manager_team_leader,5000_or_more,30_39,1_10,1_2_years,35_44,uk,man,,
yes,employed_full_time,yes_daily,6,2,5,5,4,5,4,4,2,3,2,2,5,6,7,3,5,people_understand_better,2,1,2,2,2,It has made me communication much better and has improved my grammar in emails and word documents.,By using it more often.,pass,professional_scientific_technical_services,manager_team_leader,1000_4999,30_39,11_25,more_than_10_years,45_54,uk,man,,
yes,employed_full_time,yes_daily,6,2,2,6,5,5,1,5,5,4,3,2,6,8,10,8,9,people_understand_better,4,4,4,4,4,"AI has helped me to be more effective, I can manage time better with AI",None,pass,health_social_care,manager_team_leader,50_249,40_49,26_50,1_2_years,25_34,uk,man,,
yes,employed_full_time,yes_weekly,6,2,6,4,5,5,4,6,2,4,3,5,4,7,7,7,7,people_understand_better,4,4,3,3,5,It has made me question my skill in certain areas at work.,"If AI could be a true thought partner but not replace me, that would be helpful.",pass,professional_scientific_technical_services,senior_specialist,1000_4999,40_49,11_25,3_5_years,35_44,us,prefer_not_to_say,,
yes,employed_full_time,yes_occasionally,7,1,7,7,7,5,2,1,1,4,1,4,6,10,10,10,10,people_understand_better,4,5,5,5,5,It hasn't really changed anything significantly. My work is fortunately not very replicable with AI (I work in psychology - the most I can use it for is helping with basic report drafting),I cannot think of any example here,pass,professional_scientific_technical_services,intermediate_experienced,5000_or_more,30_39,1_10,more_than_10_years,35_44,ca,man,,
yes,employed_full_time,yes_weekly,5,2,5,7,7,6,3,5,2,5,1,1,6,7,8,2,10,people_understand_better,1,1,2,1,2,I don't believe it has,Maybe to help with simple tasks,pass,information_technology_software,senior_specialist,2_9,40_49,11_25,more_than_10_years,35_44,uk,man,,
yes,self_employed_freelance,yes_daily,6,1,7,5,7,4,4,5,4,4,1,1,7,6,9,3,8,ai_understands_better,1,5,3,1,1,It made it easier to get feedback on my work without feeling like I'm going to be criticized for asking a question,"Huh? None Ai is just going to take everyone work over in within the next 5-10 years, but it might be for the better, depends if we keep getting DUMB AF politicians",pass,media_arts_entertainment,owner_founder,just_me,20_29,51_75,6_10_years,35_44,us,man,,
yes,employed_full_time,no_never,6,3,6,4,4,4,5,4,4,4,4,4,4,9,9,7,9,people_understand_better,4,4,3,4,4,"It hasn't really yet. While there has been discussion of bringing AI tools to our workplace, it hasn't been rolled out largely yet.",If it could help me organize my day a lot better.,pass,finance_banking_insurance,manager_team_leader,5000_or_more,40_49,0_none,6_10_years,45_54,ca,man,,
yes,employed_full_time,yes_daily,5,1,6,7,5,6,2,4,1,1,1,1,7,8,9,6,8,depends_same,3,2,4,4,3,It helps me get tasks done more quickly and efficiently,If we used it for more admin tasks such as inventory and analysing data,pass,hospitality_food_tourism,manager_team_leader,1000_4999,40_49,26_50,6_10_years,25_34,uk,woman,,
yes,employed_full_time,yes_daily,7,1,7,7,7,7,1,6,2,5,2,1,6,10,10,10,10,ai_understands_better,4,5,5,4,5,"It has had a positive effect because at work we use AI only as a tool, therefore our skills are still implemented rather than depending totally on AI alone. That is why I am still recognized for my efforts and hard work.",Nothing. As long as we use AI only as a tool and not to 100% depend on it for our work decisions we will succeed as an individual contributor and as a work team. AI should only be used as a tool in my opinion and the rest of the decision should be made by a human being.,pass,transport_logistics_warehousing,intermediate_experienced,1000_4999,40_49,11_25,1_2_years,35_44,ca,man,,
yes,employed_full_time,yes_daily,6,1,6,7,6,6,1,4,2,6,3,2,5,9,9,6,8,people_understand_better,3,2,2,1,3,"It has provided me with additional tools to enhance my knowledge base, helping to enhance my ability and skillset. Further AI has allowed me to automate more general tasks, freeing up time for more challenging matters. Overall, I would say AI has enhanced my ability to deliver my role and has led to improved organisational output.","If AI could better contextualize my specific area of operation it would enhance my ability to make evidence informed decisions. By better connecting data, policy and community perspective, AI could enhance how i translate information into strategic direction. This would enhance policy output and potentially help to drive greater societal change.",pass,education_training,director_executive,10_49,40_49,26_50,3_5_years,45_54,uk,man,,
yes,employed_full_time,yes_occasionally,5,2,6,7,3,5,7,5,2,1,1,6,5,9,9,4,6,people_understand_better,3,1,1,1,1,It has helped me a bit more efficient. If I have a block or cannot think of how to structure something then I use ai for advice and guidance,Efficiency and proactive,pass,health_social_care,manager_team_leader,5000_or_more,40_49,11_25,3_5_years,25_34,uk,woman,,
yes,employed_part_time,yes_occasionally,2,5,2,1,4,5,7,2,4,5,1,2,1,7,8,4,8,people_understand_better,1,2,1,1,3,It made me worried and concerned about what will happen to my job and how useless my role is,Have no AI,pass,government_public_administration,entry_level,1000_4999,20_29,1_10,3_5_years,45_54,uk,woman,,
yes,employed_part_time,yes_daily,6,3,7,5,6,6,2,6,4,7,3,7,4,8,4,8,5,ai_understands_better,2,4,3,5,4,"AI has changed my sense of who I am at work by making me more aware of how technology can complement â not replace â human skills. I've started to see my role less as someone who has to know everything, and more as someone who can use AI tools to work smarter, learn faster, and focus on creativity and judgment rather than routine tasks. It's also made me reflect on what makes my contributions uniquely human","The single change that would make AI improve my identity and purpose at work would be if it became more personalized truly understanding my values, goals, and working style. If AI could adapt to how I think, learn, and create, it would feel less like a tool and more like a trusted partner that helps me grow professionally and stay aligned with my purpose.",pass,retail_sales_consumer_services,entry_level,10_49,20_29,11_25,1_2_years,18_24,uk,man,,
yes,employed_full_time,yes_daily,5,2,5,6,4,2,4,7,2,3,3,2,7,5,7,5,9,people_understand_better,3,2,3,1,3,"To be truthful, I use AI a lot when writing emails. I guess in a way, it helped instil a bit more confidence in myself and my communications since I no longer second-guess my emails.",More relevant answers to specific tone requests probably.,pass,marketing_advertising_communications,manager_team_leader,2_9,40_49,26_50,6_11_months,25_34,ca,man,,
yes,employed_full_time,yes_daily,5,4,7,4,7,7,3,7,4,3,1,5,5,8,7,2,8,people_understand_better,3,3,3,2,3,I work as an advanced clinical practitioner. I use AI to help gather information or analyse unfamiliar data. It's changed my sense of self in terms of not needing to rely on myself constantly.,Recognition from the NMC.,pass,health_social_care,director_executive,1000_4999,30_39,1_10,more_than_10_years,35_44,uk,man,,
yes,self_employed_freelance,yes_weekly,5,4,5,4,6,5,5,5,5,4,2,1,4,7,6,5,8,people_understand_better,3,4,1,1,2,"it has made some things easier, but at the same time, it does feel like it is taking away parts of my job that used to be up to me",maybe less use of AI,pass,information_technology_software,owner_founder,not_sure,20_29,11_25,6_11_months,18_24,ca,woman,,
yes,employed_full_time,yes_daily,7,1,7,7,7,4,1,7,4,1,1,1,4,7,10,3,5,people_understand_better,4,4,3,3,4,it hasn't changed my sense of who i am at work,if it could automate slide production for my multiple meeting that would be great,pass,mining_energy_utilities,director_executive,5000_or_more,30_39,1_10,3_5_years,45_54,uk,woman,,
yes,employed_full_time,yes_daily,3,2,6,6,6,6,1,5,6,6,6,7,7,6,8,8,7,depends_same,4,4,4,4,4,"Yes, as more than not, i've been able to express my thoughts and direction of many tasks, written in my tone. so I feel I can express my opinion much better. Ai has also learned my traits as time has gone on.",I would not make any changes at the moment as Ai provides me with what I currently need.,pass,hospitality_food_tourism,director_executive,50_249,40_49,26_50,6_10_years,55_65,uk,man,,
yes,employed_full_time,yes_weekly,3,2,6,6,7,6,1,2,4,2,1,5,5,8,8,7,7,people_understand_better,4,3,3,3,4,"I don't think it has changed my sense of who I am while at work. It's something that I and many coworkers use as a tool, but that we still need to check and revise to ensure it works as intended. The intricacies of our work still requires us entirely and so there hasn't been any loss of self or a loss of a sense of being.","I think people understanding that AI is only a tool would ensure that nobody (management especially) sees it as anything more. It would ensure that we maintain our sense of purpose and less that AI is part of that purpose, removing any diminishing effect it has on our sense of purpose.",pass,transport_logistics_warehousing,manager_team_leader,1000_4999,40_49,11_25,1_2_years,25_34,ca,man,,
yes,self_employed_freelance,yes_daily,6,2,6,6,6,5,2,7,4,6,5,6,6,8,9,8,7,people_understand_better,5,3,4,3,5,"AI hasn't really changed who I am at work, but it's made me see my role more clearly. Since it handles routine stuff faster, I focus more on the parts that need creativity.","If AI could understand how ideas grow, not just the final design, it would feel more like a true creative partner.",pass,education_training,intermediate_experienced,just_me,30_39,11_25,3_5_years,45_54,uk,woman,,
yes,employed_full_time,yes_occasionally,3,4,5,6,5,4,6,5,2,6,6,7,2,3,1,0,4,people_understand_better,3,3,3,1,4,It has not chanced my sense of who I am. It has changed how my teamleaders see me at work. They expect more from me.,None. AI couldn't change a single thing.,pass,other,senior_specialist,50_249,30_39,11_25,6_10_years,35_44,uk,woman,Video games,
yes,employed_part_time,yes_occasionally,5,4,6,7,4,6,7,7,4,7,7,7,7,10,10,10,8,people_understand_better,4,5,4,5,5,It has made me more careful to make myself seen as useful,If it helped and didn't take jobs,pass,health_social_care,senior_specialist,1000_4999,40_49,11_25,1_2_years,25_34,uk,non_binary,,
yes,employed_full_time,yes_daily,7,5,5,3,7,6,7,5,1,7,4,1,2,4,6,0,2,people_understand_better,1,1,1,1,4,I feel like my job has gotten harder and that I'm more prone to being replaced if i can't keep up with the newer demands.,More training on how to use it properly,pass,information_technology_software,intermediate_experienced,5000_or_more,40_49,26_50,6_11_months,35_44,ca,woman,,
yes,employed_full_time,yes_daily,5,2,5,7,7,7,3,7,2,7,2,2,7,6,10,4,8,depends_same,3,2,2,2,2,I have realised how many time consuming tasks can be supported and accelerated by AI which allows me to focus on more demanding tasks.,If AI could better understand the human context behind my work it would help me align technology more closely with my sense of purpose and professional growth.,pass,retail_sales_consumer_services,manager_team_leader,10_49,40_49,26_50,6_10_years,25_34,uk,woman,,
yes,employed_full_time,yes_occasionally,6,1,6,5,7,5,3,1,4,5,1,7,5,8,7,7,8,people_understand_better,4,3,4,3,4,"It hasn't changed my sense of who I am, but how my professionalism and abilities are viewed. If AI can do the same work, my insights/ideas are not sought out as much.","If there were better controls in place. For example, not using AI to grade/mark assignments, but allowing it for lesson creation (in education). Not using AI to complete assignments, but using it to generate ideas to build on.",pass,education_training,manager_team_leader,5000_or_more,30_39,11_25,more_than_10_years,35_44,ca,woman,,
