consent,Prolific ID,work_status,ai_use_work,work_feels_central,ai_question_value,purpose_despite_ai,control_over_ai_use,fair_credit_with_ai,open_about_ai_concerns,ai_obsolete_worry,upskilling_for_ai,belonging_changed_ai,ai_increased_pace,ai_increased_availability,ai_stigma,ai_alignment_ethics,values_alignment,work_clarity,emotional_energy,trust_information_work,feels_true_today,wellbeing_cheerful,wellbeing_calm,wellbeing_active,wellbeing_fresh_rested,wellbeing_interested,open_identity_change,open_ai_improvement,attention_check�  , industry,role_seniority,org_size,work_hours,ai_task_percentage  ,role_tenure,age_group,  country ,gender
1,6598c6c04eac53c96010cd12,Self-employed / freelance,3,5,5,5,5,5,6,3,7,2,6,6,3,5,6,7,7,8,People who know me understand me better than AI does,3,3,4,2,3,"AI has raised the expectations for my performance from clients, pushing me to work faster and deliver more. However, it has also helped me become more efficient in my work.",Personalized feedback and guidance would help mem better understand my strengths and weaknesses. ,Agree,Information Technology & Software,"Entry level (early career, trainee, or assistant)",Just me (self-employed / freelance),10-19 hours,26-50%,Less than 6 months,18-24,New Zealand,Man
1,60c20abfdccab926283d8f7f,Employed full-time,1,5,4,5,6,5,6,4,5,4,2,1,3,5,6,7,5,7,People who know me understand me better than AI does,2,2,1,1,3,"it hasn't changed too much, just helped me to use professional terminology better and word emails better though there is still the fear of being replaced by it in the future to some degree.",to have it be more regulated. ,Agree,Information Technology & Software,Intermediate / Experienced (non-management professional),"1,000-4,999 people",30-39 hours,1-10%,3-5 years,25-34,UK,Woman
1,5c62de3f48fe4e000180e09d,Self-employed / freelance,3,3,6,5,4,4,6,7,5,6,4,4,4,4,7,5,5,4,People who know me understand me better than AI does,4,3,2,3,4,My skills are no longer unique and so they are now of less value. ,I really don't know. I need to find a new career. I can no longer earn a living as a writer. ,Agree,"Media, Arts & Entertainment",Owner / Founder (runs or owns the business),Just me (self-employed / freelance),30-39 hours,1-10%,More than 10 years,45-54,UK,Woman
1,66fc4c33d23e6dbcc76af82b,Employed full-time,3,6,3,7,5,6,5,4,7,3,6,5,2,4,6,7,8,8,It depends / about the same,4,4,3,4,4,Gave me more insight and quality tools ,More familiarity ,Agree,Real Estate & Property Services,Manager / Team leader (supervises others),50-249 people,30-39 hours,26-50%,3-5 years,55-65,UK,Man
1,66a356f556472a46c90f7f44,Employed full-time,3,5,5,6,6,6,5,5,7,2,5,5,5,4,7,9,9,7,People who know me understand me better than AI does,3,4,4,4,4,"AI HAS MADE ME MORE REFLECTIVE ABOUT THE VALUE I BRING. IT IS PUSHED ME TO FOCUS ON CREATIVITY, EMPATHY AND JUDMENT RATHER THAN JUST EFFICIENCY. I FELL LESS LIKE A TASK DOER AND MORE LIKE A STRATEGIC THINKER WHO CONNECTS DOTS THAT MACHINES CAN'T","IF AI COULD BETTER UNDERSTAND THE EMOTIONAL CONTEXT BEHIND DECISIONS, IT WOULD HELP ME LEAD WITH MORE  EMPATHY AND CLARITY, THAT SHIFT WOULD MAKE MY ROLE FEEL LESS REACTIVE AND MORE PURPOSE DRIVEN, ESPECIALLY IN HIG STAKES OR SENSITIVE SITUATIONS",Agree,Education & Training,Manager / Team leader (supervises others),250-999 people,40-49 hours,11-25%,More than 10 years,55-65,UK,Woman
1,6760546840d6e718fdaeb6af,Self-employed / freelance,2,6,3,6,6,6,6,3,5,4,4,2,2,4,5,8,7,7,People who know me understand me better than AI does,3,3,3,3,3,If anything it has just increased my confidence and filled skills I think I can sometimes lack. It has also encouraged me when I have expressed doubt in my abilities.,Having more holistic responses.,Agree,"Retail, Sales & Consumer Services",Owner / Founder (runs or owns the business),Just me (self-employed / freelance),30-39 hours,1-10%,6-10 years,25-34,UK,Woman
1,608da9dd3e630867a6efd9b2,Employed full-time,1,5,2,6,6,5,6,2,6,2,4,3,2,6,8,9,9,9,People who know me understand me better than AI does,4,4,5,4,5,It helps me to speed up the process. It also help me to find relevant information.,I can't think of any. ,Agree,"Non-profit, Community & Charity Work",Manager / Team leader (supervises others),"1,000-4,999 people",30-39 hours,1-10%,3-5 years,35-44,UK,Man
1,665d5a08c8e61c18498d08c9,Employed full-time,2,2,2,3,3,2,4,3,5,2,3,3,3,4,4,3,7,7,People who know me understand me better than AI does,4,4,3,3,3,I think it has just generally made life so much easier and made it far easier for me to do my job,Nothing I don't think,Agree,"Transport, Logistics & Warehousing","Senior specialist (highly experienced, no direct reports)",250-999 people,30-39 hours,11-25%,3-5 years,25-34,UK,Woman
1,6644b22e26557e73d19ff30d,Employed part-time,0,3,3,2,4,4,4,2,2,4,2,3,4,6,4,4,5,7,People who know me understand me better than AI does,3,4,1,1,2,It hasnt at all,I don't think AI could improve my identity ,Agree,Education & Training,"Entry level (early career, trainee, or assistant)",2-9 people,Fewer than 10 hours,0% (none of my tasks),6-10 years,25-34,UK,Woman
1,58f0fca0d40252000192f201,Employed full-time,2,6,2,6,6,6,5,2,4,2,4,2,6,4,8,7,7,8,People who know me understand me better than AI does,4,4,4,1,5,I think it has made me more confident. I have someone I can turn to to look over my work and check it on the spot without judgement ,I think just polishing my work. It helps to make it more polished quickly ,Agree,Health & Social Care,Director / Executive (leads departments or major functions),250-999 people,40-49 hours,11-25%,6-10 years,35-44,US,Man
1,664df024c7ce709382bea0ed,Employed full-time,3,6,3,6,6,5,6,3,5,5,5,5,3,5,8,8,8,7,People who know me understand me better than AI does,4,4,4,4,4,It's made me more creative ,Allowing me to use it more,Agree,Construction & Trades,"Senior specialist (highly experienced, no direct reports)",2-9 people,30-39 hours,26-50%,6-10 years,35-44,UK,Woman
1,5e96e85aa7f126177e00ea9f,Employed part-time,1,2,2,5,4,5,5,2,2,4,3,2,4,3,4,6,5,6,People who know me understand me better than AI does,3,3,2,2,3,"It hasn't really changed my sense of who I am. Who I am is the same, but how I work has changed slightly.",I'm not sure,Agree,"Hospitality, Food & Tourism",Intermediate / Experienced (non-management professional),"5,000 or more people",10-19 hours,1-10%,Less than 6 months,25-34,UK,Man
1,62b0702670857c45c05cdc4f,Employed full-time,1,6,2,4,6,5,3,5,5,5,5,6,4,5,4,3,5,5,People who know me understand me better than AI does,4,4,5,2,3,Not at all,None ,Agree,"Retail, Sales & Consumer Services",Intermediate / Experienced (non-management professional),2-9 people,30-39 hours,1-10%,6-11 months,35-44,UK,Man
1,672c7f537c4a19882d6f9e15,Employed full-time,2,6,7,6,7,7,6,2,7,3,6,7,2,6,9,10,9,9,It depends / about the same,5,4,5,4,5,"The AI has altered my vision of myself as an employee because it has helped me to be more conscious of what is unique to human beings in my job. Since some of the more mundane or analytical aspects of my job have been automated with the help of AI tools, I have also found myself paying a little more attention to creativity, judgment, and interpersonal connection, which are still significantly impacted by human understanding. It has also compelled me to consider myself to be more of a partner with technology than a consumer of technology. In that regard, AI did not reduce my identity in the workplace, it changed it, making adaptability and emotional intelligence the key components of my professional identity.","The only modification that AI would need to enhance my identity and purpose at work is whether the AI allows me to have a clearer understanding of how it arrives at its decisions or suggestions. An explanation of its reasoning by AI will empower me to learn by it, make better decisions, and feel more of an active collaborator than a passive user. Such openness would make me feel more of an owner, mission, and comfortable applying AI as a true supplement to my professional judgment.",Agree,Manufacturing & Production,Manager / Team leader (supervises others),250-999 people,30-39 hours,11-25%,1-2 years,25-34,US,Man
1,5e1b795dc799223a3b447ada,Employed full-time,3,5,5,3,4,3,6,6,3,4,3,5,7,4,4,7,6,4,AI systems understand me better than people I work with,4,5,3,4,4,It's made me feel less useful because I feel that I can be replaced quite easily because I know how much easier work is with AI.,I'm not too sure about this because I feel like it's only a matter of time once AI gets too advanced that it'll get rid of even more jobs so I'm not sure what it can do to improve identity.,Agree,"Retail, Sales & Consumer Services","Entry level (early career, trainee, or assistant)",50-249 people,40-49 hours,26-50%,1-2 years,18-24,UK,Man
1,5987bfb80e411a0001d83837,Employed full-time,3,6,2,7,7,5,7,2,5,1,6,6,3,6,7,10,5,8,It depends / about the same,4,3,5,3,4,"AI has definitely shifted how I see myself at work. In some ways, it's made me feel more capable, It's a mix of empowerment and reflection. I feel more efficient, but I'm also thinking more critically about what it really means to contribute meaningfully.","It would be if it helped me focus more on the meaningful, creative, and strategic parts of my job rather than the repetitive or purely technical tasks.",Agree,"Hospitality, Food & Tourism",Manager / Team leader (supervises others),50-249 people,40-49 hours,51-75%,6-10 years,25-34,UK,Man
1,66b5172c8f0bd3b23ce66c22,Employed full-time,1,3,1,5,7,3,2,1,2,4,3,2,3,4,4,4,2,6,People who know me understand me better than AI does,2,1,2,1,3,It gives me more confidence and more time as I can get it to help me with some tasks that are time consuming and generate ideas for me,More reliable when I have a request that it understands more what I want first time ,Agree,Education & Training,"Entry level (early career, trainee, or assistant)",50-249 people,50 hours or more,1-10%,1-2 years,25-34,UK,Woman
1,66db5eed3a156e88aaf4ad43,Employed full-time,2,5,2,7,6,7,7,2,7,1,4,1,1,6,8,10,8,10,It depends / about the same,4,4,2,3,4,It allows me to undertake additional tasks because I have put in personal development I am also a go to person to support other department in AI integration. ,Destigmatisation,Agree,Government & Public Administration,Intermediate / Experienced (non-management professional),50-249 people,30-39 hours,1-10%,1-2 years,25-34,UK,Man
1,5dd59fe0a6438056ac397382,Employed part-time,1,6,3,3,4,4,4,3,2,4,5,4,6,2,5,6,6,4,People who know me understand me better than AI does,4,4,4,4,4,I'm trying not to use it cause I don't want it to change me,I don't know,Agree,"Retail, Sales & Consumer Services","Entry level (early career, trainee, or assistant)",50-249 people,10-19 hours,1-10%,3-5 years,25-34,UK,Woman
1,5bb600dc5df2870001ad39a2,Employed full-time,1,6,5,5,3,3,4,6,5,5,5,2,5,4,7,7,6,7,People who know me understand me better than AI does,3,4,3,3,3,AI hasn't changed my sense of who I am at work.  My work is still specialised enough that AI could not manage it (at least for now) better than I can myself,Increases productivity (ie speed),Agree,Health & Social Care,"Senior specialist (highly experienced, no direct reports)","1,000-4,999 people",40-49 hours,1-10%,3-5 years,35-44,UK,Man
1,5bf2f728bd9f150001f6cc42,Employed full-time,3,2,2,2,5,6,6,2,3,2,2,2,2,3,2,4,2,8,People who know me understand me better than AI does,1,1,2,1,1,it has not,deeper explanations,Agree,Health & Social Care,Manager / Team leader (supervises others),"5,000 or more people",40-49 hours,76-100%,More than 10 years,55-65,UK,Man
1,66bbafb05de7e549455aa4ff,Employed full-time,2,6,3,6,7,6,7,2,4,4,2,1,5,4,8,9,7,8,People who know me understand me better than AI does,4,4,4,3,4,I would not say AI has changed my sense of self or identity at work at all.  In my organisation the use of AI is limited and it is very much a tool to assist (such as automating minutes) rather than in any way replacing or even supplementing the work and value I create.,"I would like to find a compelling reason to actually use AI, rather than minor time savings.  Currently I feel the agents available are limited in assisting in my role and business area.",Agree,Government & Public Administration,Intermediate / Experienced (non-management professional),"5,000 or more people",30-39 hours,1-10%,6-11 months,45-54,UK,Man
1,67b8b1adddf606d4f65898ba,Employed full-time,3,6,3,5,6,6,6,3,3,4,6,5,5,5,7,7,6,8,People who know me understand me better than AI does,4,4,4,4,3,It has improved the quality of my responses. This in turn gives me confidence when responding to senior figures in my place of work. ,Polishing my writing. ,Agree,"Finance, Banking & Insurance","Senior specialist (highly experienced, no direct reports)","5,000 or more people",30-39 hours,11-25%,1-2 years,45-54,UK,Man
1,58bfee7de5869400018f5e9e,Employed full-time,3,6,3,3,6,5,6,2,6,4,5,5,5,5,6,7,9,6,AI systems understand me better than people I work with,4,4,4,3,3,It makes me more productive,Productivity,Agree,"Finance, Banking & Insurance",Manager / Team leader (supervises others),50-249 people,30-39 hours,26-50%,6-10 years,35-44,UK,Man
1,6136268099d74b519c1c9287,Employed full-time,1,7,3,7,7,7,5,3,2,4,3,1,5,5,8,9,4,5,People who know me understand me better than AI does,3,4,1,0,3,It hasn't changed my sense of who I am but I do worry about the ethical implications.  I still feel the need to check over everything it does and I only give it menial tasks.,Greater trust in its security and accuracy,Agree,"Professional, Scientific & Technical Services",Intermediate / Experienced (non-management professional),2-9 people,30-39 hours,11-25%,3-5 years,25-34,UK,Woman
1,60d4558116de644bde568dde,Employed full-time,3,2,2,6,7,6,6,1,6,1,6,1,1,6,5,8,8,10,It depends / about the same,4,4,4,4,4,"It leaves me feeling more confident, particularly where wording difficult emails are concerned, making sure things are polished up and look professional. I also use it for information gathering and feel confident that I can quickly and easily provide people with the information they need in a professional way. ",Nothing. It works for me just as it is right now. ,Agree,Real Estate & Property Services,Intermediate / Experienced (non-management professional),2-9 people,30-39 hours,11-25%,6-10 years,25-34,UK,Woman
1,65031d5ca9f619d9e0412f0a,Employed part-time,1,5,2,6,6,4,4,5,6,4,2,2,5,4,8,8,8,9,Prefer not to say,4,4,3,4,3,no not at all i am still me,easier access,Agree,Health & Social Care,"Entry level (early career, trainee, or assistant)",Not sure,10-19 hours,1-10%,6-11 months,18-24,UK,Man
